0.000000000000000000e+00   4.076779999999999987e-02
5.000000000000000000e-01   3.960969915337300695e-02
1.000000000000000000e+00   4.598594624743819470e-02
1.500000000000000000e+00   4.086377941123909424e-02
2.000000000000000000e+00   2.771838799360109087e-02
2.500000000000000000e+00   1.689818787729135616e-02
3.000000000000000000e+00   1.003252788101393136e-02
3.500000000000000000e+00   5.978661519536429200e-03
4.000000000000000000e+00   3.627371774668920485e-03
4.500000000000000000e+00   2.258122250427783972e-03
5.000000000000000000e+00   1.443349856064807171e-03
5.500000000000000000e+00   9.464260693683962215e-04
6.000000000000000000e+00   6.343801440648336653e-04
6.500000000000000000e+00   4.339180244315701991e-04
7.000000000000000000e+00   3.023640740310367335e-04
7.500000000000000000e+00   2.144031936220674897e-04
8.000000000000000000e+00   1.545748881343256460e-04
8.500000000000000000e+00   1.131256623057601740e-04
9.000000000000000000e+00   8.382514755510553567e-05
9.500000000000000000e+00   6.284157078892883450e-05
1.000000000000000000e+01   4.763055524419979644e-05
1.050000000000000000e+01   3.649575212045702891e-05
1.100000000000000000e+01   2.825360672127245082e-05
1.150000000000000000e+01   2.207816264721079806e-05
1.200000000000000000e+01   1.740298137822013716e-05
1.250000000000000000e+01   1.382237584419786016e-05
1.300000000000000000e+01   1.106161844725006763e-05
1.350000000000000000e+01   8.913853064458796560e-06
1.400000000000000000e+01   7.229545566916013932e-06
1.450000000000000000e+01   5.898835368920622890e-06
1.500000000000000000e+01   4.842039008759501006e-06
1.550000000000000000e+01   3.996979390466109531e-06
1.600000000000000000e+01   3.316538100920770197e-06
1.650000000000000000e+01   2.765528686043645609e-06
1.700000000000000000e+01   2.316844160783919770e-06
1.750000000000000000e+01   1.949477729250101438e-06
1.800000000000000000e+01   1.647141298067713469e-06
1.850000000000000000e+01   1.396777509669525290e-06
1.900000000000000000e+01   1.188945720024444737e-06
1.950000000000000000e+01   1.015727122368332270e-06
2.000000000000000000e+01   8.706962587782977717e-07
2.050000000000000000e+01   7.488622907630814395e-07
2.100000000000000000e+01   6.461126006690979155e-07
2.150000000000000000e+01   5.591609994236427441e-07
2.200000000000000000e+01   4.853430439066233074e-07
2.250000000000000000e+01   4.224710176347527599e-07
2.300000000000000000e+01   3.687651330284187095e-07
2.350000000000000000e+01   3.226794668897860321e-07
2.400000000000000000e+01   2.830412144075258500e-07
2.450000000000000000e+01   2.488517481978692221e-07
2.500000000000000000e+01   2.192810776639253663e-07
2.550000000000000000e+01   1.936331038278473604e-07
2.600000000000000000e+01   1.713418783196441689e-07
2.650000000000000000e+01   1.519151004540239133e-07
2.700000000000000000e+01   1.349498300841954913e-07
2.750000000000000000e+01   1.200943811637620369e-07
2.800000000000000000e+01   1.070727975924233005e-07
2.850000000000000000e+01   9.564973517198738412e-08
2.900000000000000000e+01   8.559057202328875843e-08
2.950000000000000000e+01   7.671862606808538860e-08
3.000000000000000000e+01   6.887719722291469491e-08
3.050000000000000000e+01   6.191862448139173288e-08
3.100000000000000000e+01   5.576045771507891329e-08
3.150000000000000000e+01   5.028735687489060348e-08
3.200000000000000000e+01   4.541801945410973491e-08
3.250000000000000000e+01   4.107860741599706162e-08
3.300000000000000000e+01   3.720481832422076943e-08
3.350000000000000000e+01   3.374027729518636512e-08
3.400000000000000000e+01   3.063913840086305217e-08
3.450000000000000000e+01   2.785704618705102426e-08
3.500000000000000000e+01   2.536070747766718455e-08
3.550000000000000000e+01   2.311444010702944442e-08
3.600000000000000000e+01   2.108753283276939186e-08
3.650000000000000000e+01   1.925876572457440477e-08
3.700000000000000000e+01   1.760678425751916274e-08
3.750000000000000000e+01   1.611363175947312927e-08
3.800000000000000000e+01   1.476126118717402645e-08
3.850000000000000000e+01   1.353579589266569295e-08
3.900000000000000000e+01   1.242445326640959808e-08
3.950000000000000000e+01   1.141498049957460289e-08
4.000000000000000000e+01   1.049685680112306839e-08
4.050000000000000000e+01   9.661123503272603722e-09
4.100000000000000000e+01   8.899526469178406546e-09
4.150000000000000000e+01   8.204408285203589739e-09
4.200000000000000000e+01   7.570509257295594365e-09
4.250000000000000000e+01   6.990807488580844647e-09
4.300000000000000000e+01   6.460663181301399537e-09
4.350000000000000000e+01   5.975271259129331208e-09
4.400000000000000000e+01   5.530505807648626106e-09
4.450000000000000000e+01   5.122721415657745965e-09
4.500000000000000000e+01   4.748508792507626938e-09
4.550000000000000000e+01   4.404567760685160908e-09
4.600000000000000000e+01   4.088452306993633604e-09
4.650000000000000000e+01   3.797795165863220175e-09
4.700000000000000000e+01   3.530120908637918006e-09
4.750000000000000000e+01   3.283590734623949939e-09
4.800000000000000000e+01   3.056206312792167636e-09
4.850000000000000000e+01   2.846318106729792121e-09
4.900000000000000000e+01   2.652441235007836103e-09
4.950000000000000000e+01   2.473251029742281284e-09
5.000000000000000000e+01   2.307645768029327766e-09
5.050000000000000000e+01   2.154228846020781861e-09
5.100000000000000000e+01   2.012193207210024728e-09
5.150000000000000000e+01   1.880538111768648902e-09
5.200000000000000000e+01   1.758466910976898562e-09
5.250000000000000000e+01   1.645186957291503465e-09
5.300000000000000000e+01   1.539983443870169338e-09
5.350000000000000000e+01   1.442273430236552357e-09
5.400000000000000000e+01   1.351436590926134107e-09
5.450000000000000000e+01   1.266950849353515458e-09
5.500000000000000000e+01   1.188338926090824706e-09
5.550000000000000000e+01   1.115147099385427270e-09
5.600000000000000000e+01   1.046944599705705809e-09
5.650000000000000000e+01   9.833850397179006850e-10
5.700000000000000000e+01   9.240926657152443011e-10
5.750000000000000000e+01   8.687739145295900955e-10
5.800000000000000000e+01   8.171228243825195347e-10
5.850000000000000000e+01   7.688680693735488646e-10
5.900000000000000000e+01   7.237806898910046125e-10
5.950000000000000000e+01   6.815925383343884607e-10
6.000000000000000000e+01   6.421285416062568926e-10
6.050000000000000000e+01   6.051917050987837714e-10
6.100000000000000000e+01   5.706188148365403583e-10
6.150000000000000000e+01   5.381968581719514580e-10
6.200000000000000000e+01   5.081194014177266832e-10
6.250000000000000000e+01   4.795922751621050627e-10
6.300000000000000000e+01   4.529260384799396594e-10
6.350000000000000000e+01   4.278987241738355766e-10
6.400000000000000000e+01   4.044065693606058525e-10
6.450000000000000000e+01   3.823516665752770214e-10
6.500000000000000000e+01   3.616340166400361827e-10
6.550000000000000000e+01   3.421665968285105564e-10
6.600000000000000000e+01   3.238573207179686389e-10
6.650000000000000000e+01   3.066337615048312214e-10
