0.00000E+01 1.36369E-02
5.00000E-01	2.34395E-02
1.00000E+00	4.25870E-02
1.50000E+00	4.78521E-02
2.00000E+00	3.71760E-02
2.50000E+00	2.46902E-02
3.00000E+00	1.55602E-02
3.50000E+00	9.75258E-03
4.00000E+00	6.17369E-03
4.50000E+00	3.96549E-03
5.00000E+00	2.59134E-03
5.50000E+00	1.72801E-03
6.00000E+00	1.17675E-03
6.50000E+00	8.16712E-04
7.00000E+00	5.77097E-04
7.50000E+00	4.14460E-04
8.00000E+00	3.02100E-04
8.50000E+00	2.23234E-04
9.00000E+00	1.67048E-04
9.50000E+00	1.26485E-04
1.00000E+01	9.68469E-05
1.05000E+01	7.49257E-05
1.10000E+01	5.85261E-05
1.15000E+01	4.61145E-05
1.20000E+01	3.66284E-05
1.25000E+01	2.93153E-05
1.30000E+01	2.36310E-05
1.35000E+01	1.91803E-05
1.40000E+01	1.56705E-05
1.45000E+01	1.28809E-05
1.50000E+01	1.06487E-05
1.55000E+01	8.85275E-06
1.60000E+01	7.39541E-06
1.65000E+01	6.20755E-06
1.70000E+01	5.23428E-06
1.75000E+01	4.43277E-06
1.80000E+01	3.76946E-06
1.85000E+01	3.21799E-06
1.90000E+01	2.75751E-06
1.95000E+01	2.37142E-06
2.00000E+01	2.04635E-06
2.05000E+01	1.77158E-06
2.10000E+01	1.53848E-06
2.15000E+01	1.34002E-06
2.20000E+01	1.17049E-06
2.25000E+01	1.02519E-06
2.30000E+01	9.00275E-07
2.35000E+01	7.92529E-07
2.40000E+01	6.99291E-07
2.45000E+01	6.18438E-07
2.50000E+01	5.48145E-07
2.55000E+01	4.86881E-07
2.60000E+01	4.33355E-07
2.65000E+01	3.86480E-07
2.70000E+01	3.45336E-07
2.75000E+01	3.09145E-07
2.80000E+01	2.77246E-07
2.85000E+01	2.49070E-07
2.90000E+01	2.24161E-07
2.95000E+01	2.02068E-07
3.00000E+01	1.82443E-07
3.05000E+01	1.64976E-07
3.10000E+01	1.49401E-07
3.15000E+01	1.35494E-07
3.20000E+01	1.23052E-07
3.25000E+01	1.11903E-07
3.30000E+01	1.01898E-07
3.35000E+01	9.29044E-08
3.40000E+01	8.48095E-08
3.45000E+01	7.75125E-08
3.50000E+01	7.09263E-08
3.55000E+01	6.49733E-08
3.60000E+01	5.95858E-08
3.65000E+01	5.47034E-08
3.70000E+01	5.02734E-08
3.75000E+01	4.62493E-08
3.80000E+01	4.25896E-08
3.85000E+01	3.92574E-08
3.90000E+01	3.62197E-08
3.95000E+01	3.34481E-08
4.00000E+01	3.09163E-08
4.05000E+01	2.86012E-08
4.10000E+01	2.64821E-08
4.15000E+01	2.45405E-08
4.20000E+01	2.27599E-08
4.25000E+01	2.11253E-08
4.30000E+01	1.96235E-08
4.35000E+01	1.82425E-08
4.40000E+01	1.69714E-08
4.45000E+01	1.58005E-08
4.50000E+01	1.47209E-08
4.55000E+01	1.37248E-08
4.60000E+01	1.28050E-08
4.65000E+01	1.19547E-08
4.70000E+01	1.11681E-08
4.75000E+01	1.04399E-08
4.80000E+01	9.76536E-09
4.85000E+01	9.14010E-09
4.90000E+01	8.56003E-09
4.95000E+01	8.02154E-09
5.00000E+01	7.52130E-09
5.05000E+01	7.05662E-09
5.10000E+01	6.62404E-09
5.15000E+01	6.22141E-09
5.20000E+01	5.84639E-09
5.25000E+01	5.49688E-09
5.30000E+01	5.17096E-09
5.35000E+01	4.86684E-09
5.40000E+01	4.58291E-09
5.45000E+01	4.31765E-09
5.50000E+01	4.06972E-09
5.55000E+01	3.83809E-09
5.60000E+01	3.62110E-09
5.65000E+01	3.41795E-09
5.70000E+01	3.22766E-09
5.75000E+01	3.04931E-09
5.80000E+01	2.88209E-09
5.85000E+01	2.72533E-09
5.90000E+01	2.57808E-09
5.95000E+01	2.43980E-09
6.00000E+01	2.30985E-09
6.05000E+01	2.18775E-09
6.10000E+01	2.07291E-09
6.15000E+01	1.96504E-09
6.20000E+01	1.86332E-09
6.25000E+01	1.76755E-09
6.30000E+01	1.67723E-09
6.35000E+01	1.59218E-09
6.40000E+01	1.51200E-09
6.45000E+01	1.43636E-09
6.50000E+01	1.36498E-09
6.55000E+01	1.29760E-09
6.60000E+01	1.23395E-09
6.65000E+01	1.17382E-09
6.70000E+01	1.11699E-09
6.75000E+01	1.06326E-09
6.80000E+01	1.01244E-09
6.85000E+01	9.64347E-10
6.90000E+01	9.18828E-10
6.95000E+01	8.75726E-10
7.00000E+01	8.34901E-10
7.05000E+01	7.96261E-10
